"ACT","SAT","Grad","GradGPA","HSGPA","Cohort"
26,NA,TRUE,3.579,4.45,2001
24,NA,FALSE,NA,3.27,2001
23,1020,TRUE,3.009,3.824,2001
21,900,TRUE,2.399,3.43,2001
20,NA,TRUE,2.985,2.483,2001
27,NA,FALSE,NA,3.864,2001
NA,NA,TRUE,2.9,2.47,2001
34,1370,TRUE,3.9,3.954,2001
25,NA,FALSE,NA,3.355,2001
25,NA,TRUE,3.504,3.51,2001
NA,1020,TRUE,3.681,2.923,2001
24,NA,TRUE,2.998,3.549,2001
19,NA,TRUE,3.236,3.635,2001
19,NA,TRUE,2.575,2.13,2001
22,NA,TRUE,2.653,2.967,2001
25,NA,TRUE,2.99,3.52,2001
NA,1350,TRUE,3.36,3.7,2001
20,NA,TRUE,2.441,3.473,2001
NA,NA,TRUE,3.645,NA,2001
27,1180,TRUE,3.548,3.66,2001
25,NA,TRUE,3.429,3.897,2001
26,NA,TRUE,3.573,3.783,2001
26,NA,FALSE,NA,3.921,2001
28,NA,TRUE,3.75,4.09,2001
28,NA,TRUE,2.743,3.763,2001
21,1030,TRUE,2.308,3.254,2001
22,NA,FALSE,NA,2.21,2001
29,NA,FALSE,NA,3.35,2001
25,1210,TRUE,2.081,2.327,2001
NA,1050,TRUE,3.195,3.56,2001
25,NA,TRUE,3.156,3.73,2001
18,NA,TRUE,2.834,3.027,2001
29,1180,FALSE,NA,3.582,2001
29,NA,FALSE,NA,2.962,2001
27,NA,TRUE,3.38,3.667,2001
23,NA,TRUE,3.082,3.447,2001
32,NA,TRUE,3.94,3.92,2001
25,NA,FALSE,NA,3.066,2001
23,NA,TRUE,3.113,3.442,2001
26,NA,TRUE,3.521,3.679,2001
26,1170,FALSE,NA,3.48,2001
19,990,TRUE,2.382,2.88,2001
23,NA,FALSE,NA,2.588,2001
26,NA,TRUE,2.841,3.19,2001
24,NA,TRUE,2.374,3.281,2001
26,NA,TRUE,3.078,3.524,2001
31,1290,TRUE,3.676,4,2001
NA,990,TRUE,2.468,2.236,2001
NA,1030,TRUE,2.988,3.431,2001
28,1310,FALSE,NA,3.848,2001
27,NA,TRUE,3.284,3.551,2001
24,1190,FALSE,NA,2.832,2001
NA,1440,FALSE,NA,3.91,2001
31,1250,TRUE,3.395,4,2001
26,NA,FALSE,NA,3.242,2001
21,NA,FALSE,NA,2.486,2001
29,NA,TRUE,3.647,3.753,2001
18,NA,TRUE,2.868,3.371,2001
26,NA,TRUE,3.163,3.85,2001
25,NA,FALSE,NA,2.74,2001
29,NA,TRUE,3.154,3.72,2001
NA,870,FALSE,NA,3.24,2001
28,NA,TRUE,3.257,3.806,2001
22,NA,FALSE,NA,2.412,2001
24,NA,TRUE,2.968,3.432,2001
21,NA,FALSE,NA,2.711,2001
27,NA,TRUE,2.865,3.493,2001
NA,1350,TRUE,3.758,3.72,2001
32,NA,TRUE,3.677,4.328,2001
NA,1180,TRUE,3.098,3.11,2001
25,NA,FALSE,NA,3.239,2001
23,1040,FALSE,NA,3.094,2001
19,NA,FALSE,NA,2.201,2001
33,NA,TRUE,3.681,4,2001
NA,1100,TRUE,2.914,3.611,2001
27,NA,FALSE,NA,3.38,2001
21,NA,FALSE,NA,3.233,2001
28,NA,TRUE,3.595,3.984,2001
25,NA,TRUE,3.354,3.531,2001
26,NA,TRUE,3.597,3.605,2001
25,NA,TRUE,3.363,3.833,2001
27,NA,TRUE,2.453,3.28,2001
25,NA,TRUE,3.284,3.374,2001
26,NA,FALSE,NA,2.52,2001
24,NA,TRUE,3.593,3.598,2001
23,990,TRUE,3.102,2.979,2001
NA,1240,TRUE,2.436,3.71,2001
20,NA,FALSE,NA,2.354,2001
28,NA,FALSE,NA,3.581,2001
28,NA,TRUE,3.162,3.73,2001
25,NA,TRUE,2.765,3.549,2001
30,NA,TRUE,3.948,4,2001
NA,1050,TRUE,2.447,2.952,2001
27,NA,TRUE,2.875,3.683,2001
25,NA,TRUE,2.855,3.494,2001
32,NA,TRUE,3.662,3.943,2001
31,NA,TRUE,2.841,3.45,2001
NA,1310,TRUE,3.723,3.83,2001
23,NA,TRUE,3.462,3.83,2001
21,970,TRUE,3.269,3.653,2001
23,NA,TRUE,3.12,3.302,2001
22,NA,TRUE,2.888,3.3,2001
22,NA,FALSE,NA,3.372,2001
30,NA,TRUE,3.457,3.729,2001
27,NA,TRUE,3.547,3.687,2001
27,NA,TRUE,3.043,3.28,2001
28,1310,TRUE,3.088,3.567,2001
32,NA,TRUE,3.607,3.743,2001
23,NA,TRUE,3.514,3.833,2001
30,1220,TRUE,3.756,3.847,2001
24,1170,FALSE,NA,3.352,2001
19,NA,FALSE,NA,2.87,2001
23,NA,FALSE,NA,2.525,2001
26,NA,TRUE,3.502,3.557,2001
29,1240,FALSE,NA,3.794,2001
27,NA,TRUE,2.359,3.19,2001
NA,1260,TRUE,3.881,3.496,2001
NA,1220,FALSE,NA,3.42,2001
28,NA,TRUE,3.641,4,2001
27,NA,TRUE,3.266,3.859,2001
24,1080,TRUE,3.34,4.232,2001
27,NA,TRUE,2.176,2.691,2001
NA,1280,TRUE,3.66,3.986,2001
21,NA,TRUE,3.75,3.773,2001
30,NA,TRUE,2.027,3.737,2001
NA,980,TRUE,3.562,NA,2001
32,NA,TRUE,3.342,3.951,2001
22,NA,TRUE,3.001,3.542,2001
27,NA,TRUE,3.046,3.182,2001
NA,1020,TRUE,2.317,2.525,2001
25,NA,TRUE,3.239,3.83,2001
32,1390,TRUE,3.986,3.94,2001
24,NA,TRUE,3.004,3.38,2001
28,NA,TRUE,3.294,3.78,2001
19,740,TRUE,2.962,3.03,2001
NA,1250,TRUE,3.816,3.896,2001
20,NA,TRUE,3.101,3.056,2001
29,NA,TRUE,3.76,3.779,2001
26,NA,TRUE,3.735,3.509,2001
25,NA,FALSE,NA,3.714,2001
22,NA,TRUE,3.486,3.43,2001
27,NA,TRUE,3.771,3.745,2001
23,NA,FALSE,NA,4.043,2001
21,1050,FALSE,NA,2.642,2001
25,1130,TRUE,3.12,3.52,2001
23,NA,TRUE,3.633,3.51,2001
NA,NA,TRUE,3.824,NA,2001
25,NA,FALSE,NA,3.447,2001
18,NA,FALSE,NA,2.493,2001
NA,920,TRUE,2.863,3.075,2001
31,1260,TRUE,3.528,3.76,2001
26,NA,TRUE,2.745,3.61,2001
23,NA,FALSE,NA,3.859,2001
25,1180,TRUE,3.637,3.802,2001
24,NA,TRUE,3.113,2.813,2001
25,NA,TRUE,3.334,3.344,2001
22,NA,FALSE,NA,3.373,2001
18,NA,TRUE,2.353,2.67,2001
20,NA,FALSE,NA,3.342,2001
27,NA,FALSE,NA,3.771,2001
25,NA,TRUE,3.82,3.927,2001
27,990,TRUE,3.376,3.8,2001
18,NA,TRUE,2.461,3.082,2001
15,680,TRUE,2.808,2.43,2001
23,NA,TRUE,3.554,3.857,2001
NA,980,TRUE,3.075,2.86,2001
27,NA,TRUE,3.511,3.636,2001
27,NA,TRUE,3.595,3.46,2001
23,NA,TRUE,2.491,2.913,2001
NA,920,FALSE,NA,3.885,2001
24,NA,TRUE,3.116,3.007,2001
31,NA,TRUE,3.816,3.836,2001
28,1240,TRUE,3.876,3.974,2001
28,NA,TRUE,3.926,3.957,2001
NA,970,TRUE,3.099,NA,2001
25,NA,TRUE,2.633,3.385,2001
26,NA,TRUE,3.184,3.504,2001
31,1330,TRUE,3.688,3.947,2001
21,1070,TRUE,2.578,3.522,2001
28,NA,FALSE,NA,3.5,2001
28,1250,TRUE,3.463,4,2001
26,NA,TRUE,3.368,3.941,2001
31,NA,TRUE,3.657,3.703,2001
NA,1110,FALSE,NA,3.648,2001
31,1350,TRUE,2.698,3.844,2001
NA,1360,TRUE,2.737,3.51,2001
25,NA,TRUE,2.717,3.722,2001
26,NA,TRUE,3.336,3.712,2001
20,NA,FALSE,NA,2.415,2001
29,NA,TRUE,3.854,3.931,2001
28,NA,TRUE,3.511,3.718,2001
NA,1020,TRUE,2.258,3.005,2001
24,1100,TRUE,2.513,3.176,2001
23,NA,FALSE,NA,3.39,2001
25,1180,FALSE,NA,3.339,2001
22,NA,TRUE,3.154,3.493,2001
NA,1030,FALSE,NA,3.117,2001
25,NA,TRUE,3.168,3.636,2001
22,880,FALSE,NA,2.791,2001
NA,1060,TRUE,2.88,3.18,2001
25,NA,TRUE,2.837,2.59,2001
26,1180,TRUE,3.677,3.72,2001
24,NA,TRUE,3.094,3.602,2001
28,1140,TRUE,3.12,3.699,2001
28,NA,TRUE,3.707,3.715,2001
25,NA,TRUE,3.767,3.879,2001
NA,1270,TRUE,3.551,3.75,2001
34,NA,TRUE,3.745,4.132,2001
22,NA,TRUE,2.685,2.967,2001
NA,1020,FALSE,NA,2.335,2001
34,NA,TRUE,3.452,3.707,2001
32,NA,TRUE,3.89,3.959,2001
28,NA,TRUE,3.657,3.538,2001
30,NA,TRUE,3.366,3,2001
NA,1000,FALSE,NA,NA,2001
24,NA,TRUE,3.646,3.741,2001
23,NA,FALSE,NA,3.264,2001
26,1120,FALSE,NA,3.189,2001
27,1250,TRUE,2.096,3.24,2001
21,NA,TRUE,2.719,2.811,2001
NA,1100,TRUE,3.389,3.332,2001
25,NA,FALSE,NA,2.674,2001
21,NA,TRUE,2.728,3.657,2001
25,NA,TRUE,3.067,3.398,2001
28,NA,FALSE,NA,3.74,2001
25,NA,TRUE,3.127,3.242,2001
30,NA,TRUE,3.844,4,2001
NA,1210,TRUE,3.848,3.94,2001
26,NA,TRUE,3.2,3.636,2001
NA,860,FALSE,NA,2.61,2001
30,NA,TRUE,3.757,3.755,2001
NA,1370,TRUE,3.902,4.068,2001
27,NA,FALSE,NA,3.672,2001
33,1340,TRUE,3.501,4.038,2001
21,NA,FALSE,NA,2.651,2001
25,1160,TRUE,3.577,3.931,2001
16,NA,FALSE,NA,2.975,2001
21,NA,TRUE,2.926,3.018,2001
32,NA,TRUE,3.851,4,2001
NA,1020,TRUE,3.387,3.44,2001
30,NA,TRUE,3.855,3.976,2001
25,NA,FALSE,NA,3.341,2001
24,NA,TRUE,3.336,3.497,2001
28,NA,TRUE,3.308,3.521,2001
29,NA,TRUE,3.31,3.752,2001
27,1140,TRUE,2.322,3.457,2001
NA,1000,FALSE,NA,3.052,2001
27,1150,TRUE,3.751,3.894,2001
33,1280,TRUE,3.918,3.976,2001
28,1420,TRUE,3.25,3.695,2001
28,NA,TRUE,3.781,3.959,2001
30,NA,TRUE,3.28,3.8,2001
NA,1220,TRUE,2.927,3.332,2001
30,NA,TRUE,3.824,3.965,2001
33,NA,TRUE,3.881,4,2001
28,NA,TRUE,3.416,3.359,2001
23,NA,TRUE,3.713,3.593,2001
25,NA,TRUE,3.504,2.775,2001
25,NA,TRUE,3.132,3.16,2001
21,NA,TRUE,2.987,2.987,2001
29,NA,TRUE,3.571,3.905,2001
24,NA,FALSE,NA,4,2001
NA,1060,TRUE,3.201,3.7,2001
24,NA,TRUE,3.84,4,2001
28,NA,FALSE,NA,3.46,2001
NA,1070,TRUE,2.949,3.205,2001
28,1200,TRUE,3.497,3.857,2001
30,NA,TRUE,4,3.929,2001
33,1380,TRUE,3.9,3.95,2001
30,NA,TRUE,3.919,3.943,2001
29,NA,FALSE,NA,3.242,2001
26,NA,TRUE,3.468,3.707,2001
18,NA,FALSE,NA,3.201,2001
27,NA,FALSE,NA,2.587,2001
28,NA,TRUE,2.423,3.589,2001
23,NA,TRUE,3.287,3.413,2001
20,NA,FALSE,NA,3.125,2001
21,NA,FALSE,NA,3.444,2001
23,1060,FALSE,NA,3.317,2001
24,NA,TRUE,3.36,3.589,2001
21,NA,TRUE,3.23,3.483,2001
26,1160,FALSE,NA,3.76,2001
27,NA,TRUE,3.666,4,2001
28,NA,TRUE,3.764,3.971,2001
NA,1270,FALSE,NA,4.3,2001
29,NA,TRUE,3.13,3.314,2001
30,NA,TRUE,2.836,3.828,2001
NA,1100,TRUE,3.218,3.64,2001
17,NA,FALSE,NA,2.712,2001
NA,1500,TRUE,3.466,3.785,2001
25,NA,TRUE,2.25,3.06,2001
NA,950,TRUE,3.117,3.13,2001
22,NA,TRUE,3.153,3.465,2001
32,NA,TRUE,3.339,3.82,2001
29,NA,TRUE,3.136,3.939,2001
25,NA,FALSE,NA,3.657,2001
27,NA,TRUE,2.996,3.691,2001
27,NA,TRUE,3.42,3.576,2001
26,NA,FALSE,NA,3.682,2001
26,NA,TRUE,3.818,3.837,2001
28,NA,TRUE,3.844,3.929,2001
23,NA,TRUE,3.158,3.446,2001
24,NA,TRUE,3.117,3.207,2001
23,NA,TRUE,3.293,3.385,2001
27,NA,FALSE,NA,3.894,2001
22,NA,FALSE,NA,3.473,2001
23,NA,TRUE,3.003,3.72,2001
23,NA,TRUE,2.985,2.741,2001
NA,1260,TRUE,2.664,3.484,2001
25,NA,TRUE,3.782,3.9,2001
21,NA,FALSE,NA,3.227,2001
28,NA,TRUE,3.13,3.641,2001
31,NA,TRUE,3.813,3.9,2001
21,NA,FALSE,NA,3.715,2001
NA,1130,FALSE,NA,3.839,2001
25,NA,FALSE,NA,2.805,2001
24,NA,TRUE,3.009,3.363,2001
32,NA,TRUE,3.62,3.871,2001
30,1340,TRUE,3.538,3.846,2001
NA,860,FALSE,NA,2.84,2001
28,1230,TRUE,3.773,3.97,2001
25,NA,TRUE,3.694,3.706,2001
23,NA,TRUE,3.324,3.033,2001
28,1130,TRUE,3.634,4.244,2001
29,NA,FALSE,NA,3.628,2001
23,NA,TRUE,2.955,3.429,2001
21,NA,FALSE,NA,2.12,2001
20,NA,TRUE,2.528,2.615,2001
20,NA,FALSE,NA,2.433,2001
21,NA,TRUE,2.297,2.883,2001
20,NA,TRUE,3.479,2.754,2001
30,NA,TRUE,3.676,3.897,2001
NA,1100,TRUE,2.979,3.604,2001
29,1190,FALSE,NA,3.41,2001
22,NA,TRUE,3.431,3.642,2001
27,NA,TRUE,3.6,3.969,2001
25,NA,TRUE,3.374,3.663,2001
24,NA,FALSE,NA,3,2001
23,NA,TRUE,3.702,3.82,2001
27,1140,TRUE,2.765,3.445,2001
NA,920,TRUE,2.374,3.42,2001
NA,1050,TRUE,2.158,2.283,2001
23,NA,TRUE,2.405,3.05,2001
25,NA,FALSE,NA,3.277,2001
27,NA,TRUE,3.11,3.553,2001
NA,1150,FALSE,NA,3.887,2001
NA,820,TRUE,2.908,2.771,2001
21,NA,FALSE,NA,3.11,2001
25,NA,FALSE,NA,4.044,2001
20,NA,FALSE,NA,3.641,2001
27,NA,TRUE,2.687,2.946,2001
31,NA,TRUE,3.366,3.591,2001
27,1220,TRUE,3.474,3.509,2001
23,NA,TRUE,2.787,3.102,2001
26,NA,FALSE,NA,3.083,2001
21,NA,TRUE,2.859,3.433,2001
22,NA,FALSE,NA,2.975,2001
NA,1410,TRUE,3.794,3.653,2001
32,NA,TRUE,3.657,3.831,2001
NA,1290,TRUE,3.696,3.96,2001
NA,NA,FALSE,NA,1.577,2001
NA,NA,FALSE,NA,2.39,2001
20,NA,TRUE,3.156,3.447,2001
26,NA,TRUE,2.85,2.929,2001
NA,1050,TRUE,2.822,NA,2001
29,NA,TRUE,3.916,4,2001
29,NA,FALSE,NA,4,2001
NA,NA,TRUE,2.384,NA,2001
NA,1280,FALSE,NA,NA,2001
NA,1250,FALSE,NA,3.439,2001
NA,1090,FALSE,NA,NA,2001
24,NA,TRUE,2.636,3.054,2002
22,1010,TRUE,3.221,2.714,2002
20,NA,TRUE,3.18,3.229,2002
20,NA,FALSE,NA,3.795,2002
29,1150,TRUE,3.837,3.756,2002
30,1200,TRUE,3.83,4.294,2002
20,NA,FALSE,NA,3.013,2002
26,NA,TRUE,3.711,3.967,2002
NA,1200,FALSE,NA,NA,2002
26,NA,TRUE,2.798,3.471,2002
NA,1000,TRUE,3.204,2.457,2002
24,NA,TRUE,3.126,3.454,2002
27,NA,TRUE,3.721,3.845,2002
20,NA,FALSE,NA,3.786,2002
26,1140,FALSE,NA,3.939,2002
30,NA,TRUE,3.502,4.133,2002
NA,1050,TRUE,3.082,2.487,2002
28,1200,TRUE,3.927,4.176,2002
22,NA,TRUE,2.529,2.573,2002
27,NA,TRUE,3.377,3.423,2002
28,NA,TRUE,2.583,3.65,2002
NA,870,TRUE,3.708,2.996,2002
19,NA,FALSE,NA,3.122,2002
NA,1050,TRUE,2.912,NA,2002
24,NA,TRUE,2.933,3.46,2002
NA,1150,TRUE,3.125,3.2,2002
27,NA,FALSE,NA,3.807,2002
25,NA,TRUE,3.35,3.659,2002
29,1410,TRUE,3.731,4.078,2002
NA,1320,TRUE,3.776,4.37,2002
24,990,TRUE,2.773,3.583,2002
18,NA,TRUE,2.635,2.928,2002
22,NA,TRUE,3.277,3.71,2002
26,NA,TRUE,3.33,3.617,2002
31,NA,TRUE,3.778,4.178,2002
30,NA,TRUE,2.912,3.799,2002
27,NA,TRUE,3.8,3.787,2002
NA,1260,TRUE,3.028,3.006,2002
23,NA,FALSE,NA,3.261,2002
24,NA,FALSE,NA,3.213,2002
24,NA,TRUE,3.246,3.247,2002
29,NA,TRUE,3.518,3.724,2002
20,1070,TRUE,2.888,3.707,2002
21,1000,FALSE,NA,3.934,2002
20,NA,FALSE,NA,2.819,2002
25,NA,TRUE,3.5,3.833,2002
18,NA,FALSE,NA,2.767,2002
18,NA,FALSE,NA,2.406,2002
30,1360,TRUE,3.729,4.308,2002
27,NA,TRUE,3.06,3.498,2002
20,NA,FALSE,NA,3.375,2002
28,1290,TRUE,3.793,3.849,2002
26,NA,TRUE,3.835,4,2002
28,NA,TRUE,2.513,2.815,2002
19,NA,FALSE,NA,3.014,2002
19,950,TRUE,3.31,4,2002
23,NA,TRUE,3.165,3.85,2002
20,NA,TRUE,3.384,3.865,2002
30,NA,FALSE,NA,3.52,2002
24,NA,FALSE,NA,3.312,2002
30,NA,TRUE,3.617,3.877,2002
27,NA,FALSE,NA,3.778,2002
25,1140,TRUE,3.629,3.483,2002
27,NA,TRUE,3.866,3.856,2002
26,NA,TRUE,3.756,3.864,2002
23,NA,FALSE,NA,3.154,2002
29,1310,TRUE,2.777,3.661,2002
27,NA,TRUE,3.596,3.776,2002
26,NA,TRUE,3.567,3.681,2002
22,NA,FALSE,NA,3.519,2002
24,1190,TRUE,3.469,3.655,2002
31,NA,TRUE,3.803,3.24,2002
29,1400,FALSE,NA,4.792,2002
20,NA,TRUE,3.38,3.066,2002
22,1040,TRUE,3.108,3.58,2002
32,1440,TRUE,3.536,3.879,2002
31,NA,TRUE,3.74,3.7,2002
25,1040,TRUE,2.51,3.452,2002
33,NA,TRUE,3.866,3.974,2002
22,NA,TRUE,2.244,3.278,2002
21,NA,TRUE,2.536,2.236,2002
22,NA,TRUE,3.037,2.862,2002
NA,1020,FALSE,NA,2.968,2002
27,NA,TRUE,2.975,3.59,2002
21,NA,FALSE,NA,3.488,2002
30,NA,TRUE,3.475,3.831,2002
25,NA,FALSE,NA,3.238,2002
23,NA,TRUE,3.296,3.516,2002
23,NA,TRUE,3.044,3.505,2002
30,1360,TRUE,3.786,3.974,2002
27,NA,TRUE,3.327,3.575,2002
29,NA,TRUE,3.705,4,2002
22,NA,TRUE,3.208,3.461,2002
25,NA,TRUE,3.413,3.468,2002
31,NA,TRUE,3.894,4,2002
30,1440,TRUE,3.857,4.83,2002
NA,1280,TRUE,3.554,3.144,2002
25,NA,TRUE,3.11,3.333,2002
21,NA,TRUE,2.479,2.753,2002
NA,1150,TRUE,2.723,2.775,2002
32,1460,TRUE,3.895,3.733,2002
NA,1200,FALSE,NA,3.552,2002
NA,780,FALSE,NA,2.726,2002
22,NA,FALSE,NA,3.701,2002
19,NA,TRUE,2.985,3.38,2002
34,NA,TRUE,3.896,4,2002
23,NA,FALSE,NA,3.368,2002
26,NA,TRUE,3.051,3.157,2002
18,NA,TRUE,3.09,3.399,2002
25,1190,FALSE,NA,3.41,2002
23,1010,FALSE,NA,3.35,2002
25,NA,TRUE,3.148,3.141,2002
NA,1160,TRUE,3.422,4,2002
29,NA,TRUE,3.122,3.34,2002
31,NA,TRUE,3.757,3.895,2002
24,1020,TRUE,3.103,3.582,2002
23,NA,TRUE,2.746,2.983,2002
24,NA,TRUE,2.894,3.559,2002
29,NA,TRUE,3.005,3.931,2002
22,NA,FALSE,NA,3.326,2002
23,1040,FALSE,NA,3.331,2002
19,NA,FALSE,NA,3.383,2002
27,NA,TRUE,3.664,3.926,2002
26,NA,TRUE,3.169,3.653,2002
22,NA,FALSE,NA,3.428,2002
NA,1090,TRUE,2.915,3.121,2002
26,NA,TRUE,3.168,3.539,2002
31,1290,TRUE,3.538,3.874,2002
27,NA,TRUE,3.613,3.742,2002
27,NA,FALSE,NA,3.952,2002
28,1210,TRUE,3.495,3.881,2002
29,NA,TRUE,3.736,3.952,2002
29,1050,FALSE,NA,3.537,2002
22,NA,TRUE,3.678,3.745,2002
18,NA,TRUE,3.089,3.254,2002
19,NA,FALSE,NA,2.621,2002
22,NA,TRUE,2.36,3.018,2002
21,NA,TRUE,2.849,3.84,2002
NA,1300,FALSE,NA,3.527,2002
32,NA,FALSE,NA,3.139,2002
NA,1200,FALSE,NA,3.478,2002
NA,1160,TRUE,2.349,2.942,2002
24,NA,FALSE,NA,3.104,2002
19,NA,TRUE,2.561,3.293,2002
23,NA,FALSE,NA,3.585,2002
24,NA,FALSE,NA,3.73,2002
NA,870,TRUE,2.316,1.968,2002
22,1060,TRUE,3.829,4.108,2002
21,980,TRUE,3.357,3.2,2002
NA,1260,FALSE,NA,NA,2002
26,1180,TRUE,3.875,4,2002
20,NA,FALSE,NA,2.808,2002
34,NA,TRUE,2.628,3.811,2002
24,NA,TRUE,2.62,3.74,2002
22,NA,TRUE,2.876,2.97,2002
29,NA,TRUE,3.911,3.832,2002
26,1230,TRUE,3.26,3.446,2002
26,NA,TRUE,3.931,4,2002
26,NA,TRUE,3.376,3.778,2002
22,NA,TRUE,3.346,NA,2002
29,NA,TRUE,3.785,3.922,2002
21,NA,TRUE,2.778,3.5,2002
NA,1200,TRUE,2.841,3.91,2002
NA,1210,FALSE,NA,2.537,2002
21,NA,FALSE,NA,3.163,2002
26,NA,TRUE,3.172,3.375,2002
20,NA,TRUE,3.382,3.563,2002
28,NA,TRUE,3.707,3.933,2002
27,NA,FALSE,NA,3.615,2002
30,NA,FALSE,NA,4.142,2002
20,NA,FALSE,NA,3.442,2002
25,NA,TRUE,3.417,3.461,2002
26,1200,TRUE,3.208,3.719,2002
29,NA,TRUE,3.792,4,2002
21,NA,TRUE,2.274,3.144,2002
18,NA,FALSE,NA,2.341,2002
23,NA,TRUE,2.177,3.279,2002
27,NA,TRUE,2.686,3.53,2002
24,NA,TRUE,3.786,3.762,2002
22,NA,TRUE,3.248,3.314,2002
22,NA,FALSE,NA,2.951,2002
29,1200,FALSE,NA,3.655,2002
27,NA,TRUE,3.576,3.906,2002
25,NA,TRUE,3.633,3.65,2002
24,NA,TRUE,3.393,3.52,2002
32,NA,TRUE,2.635,3.243,2002
NA,1310,FALSE,NA,4.11,2002
24,NA,FALSE,NA,3.567,2002
31,NA,TRUE,3.886,3.965,2002
24,NA,TRUE,3.056,3.208,2002
22,NA,TRUE,2.337,2.678,2002
32,NA,TRUE,3.934,4,2002
19,NA,FALSE,NA,3.74,2002
22,NA,FALSE,NA,3.36,2002
25,1130,TRUE,3.176,3.49,2002
NA,1120,TRUE,2.9,2.438,2002
31,1380,TRUE,3.814,3.948,2002
NA,1120,TRUE,3.865,3.857,2002
23,NA,TRUE,2.955,3.667,2002
20,NA,TRUE,3.204,3.453,2002
24,NA,TRUE,3.197,3.399,2002
22,NA,FALSE,NA,3.091,2002
27,1120,TRUE,3.647,3.972,2002
27,NA,TRUE,3.754,3.974,2002
24,NA,TRUE,2.85,3.2,2002
NA,1110,FALSE,NA,3.409,2002
23,NA,TRUE,3.227,3.363,2002
28,NA,TRUE,3.566,3.797,2002
29,NA,FALSE,NA,3.562,2002
30,NA,TRUE,3.796,3.729,2002
29,1280,TRUE,3.691,3.704,2002
26,1190,TRUE,3.622,3.92,2002
26,NA,TRUE,3.308,3.736,2002
23,NA,TRUE,3.261,3.344,2002
26,NA,TRUE,2.61,3.69,2002
28,NA,TRUE,3.43,3.78,2002
24,1130,TRUE,3.577,3.5,2002
29,NA,FALSE,NA,3.506,2002
31,1210,TRUE,3.271,3.864,2002
21,NA,FALSE,NA,2.74,2002
NA,1180,TRUE,2.367,3.278,2002
24,NA,TRUE,2.156,2.708,2002
19,NA,TRUE,2.984,2.993,2002
21,NA,TRUE,3.397,3.798,2002
22,NA,TRUE,2.803,3.484,2002
24,1210,TRUE,3.569,3.881,2002
NA,960,TRUE,3.03,3.66,2002
23,1220,TRUE,2.888,3.126,2002
28,1160,FALSE,NA,2.99,2002
33,1330,TRUE,3.816,4.203,2002
29,1240,TRUE,3.883,4,2002
20,NA,FALSE,NA,3.468,2002
28,NA,TRUE,3.704,3.854,2002
21,NA,TRUE,2.198,2.819,2002
31,NA,FALSE,NA,3.8,2002
21,NA,TRUE,2.38,2.971,2002
NA,1180,TRUE,3.511,4.13,2002
23,NA,TRUE,3.049,3.604,2002
28,NA,TRUE,3.572,3.646,2002
31,1370,TRUE,3.928,3.976,2002
32,1290,FALSE,NA,3.97,2002
26,NA,TRUE,3.526,3.697,2002
23,NA,TRUE,3.254,4,2002
19,NA,TRUE,2.547,2.894,2002
27,NA,TRUE,3.511,3.777,2002
27,NA,TRUE,3.602,3.99,2002
26,NA,FALSE,NA,2.87,2002
24,NA,TRUE,2.671,2.195,2002
29,NA,FALSE,NA,3.706,2002
24,1030,TRUE,3.395,3.937,2002
NA,1310,FALSE,NA,3.92,2002
31,NA,TRUE,3.481,3.597,2002
27,NA,TRUE,3.139,3.3,2002
27,NA,TRUE,2.856,3.719,2002
NA,1150,TRUE,3.561,NA,2002
NA,840,TRUE,2.542,2.72,2002
31,NA,FALSE,NA,2.75,2002
21,980,TRUE,2.648,3.289,2002
23,NA,TRUE,3.088,3.84,2002
31,1260,FALSE,NA,4,2002
24,NA,FALSE,NA,3.68,2002
22,NA,FALSE,NA,2.334,2002
24,NA,FALSE,NA,3.753,2002
23,NA,TRUE,2.847,3.304,2002
NA,1000,TRUE,2.73,3.07,2002
29,NA,TRUE,3.724,3.934,2002
NA,1340,TRUE,3.672,3.799,2002
26,1130,FALSE,NA,3.255,2002
NA,920,TRUE,2.99,3.887,2002
22,NA,TRUE,2.792,2.918,2002
23,NA,TRUE,3.623,3.861,2002
29,1200,TRUE,3.481,3.941,2002
NA,940,TRUE,2.9,1.973,2002
NA,970,FALSE,NA,2.144,2002
20,NA,TRUE,2.571,3.181,2002
NA,1390,TRUE,3.101,3.22,2002
NA,1050,TRUE,3.377,3.76,2002
31,NA,FALSE,NA,3.887,2002
27,1260,TRUE,3.982,3.893,2002
24,NA,FALSE,NA,2.942,2002
24,NA,TRUE,2.388,3.239,2002
20,1030,TRUE,3.384,4.179,2002
23,NA,FALSE,NA,3.25,2002
NA,1200,TRUE,3.526,3.94,2002
32,NA,TRUE,3.731,3.7,2002
20,NA,TRUE,2.268,3.279,2002
25,NA,TRUE,3.349,4,2002
NA,1150,FALSE,NA,3.146,2002
27,NA,TRUE,3.171,3.424,2002
25,NA,TRUE,2.817,3.435,2002
26,NA,TRUE,3.132,3.636,2002
NA,1120,TRUE,2.913,NA,2002
29,NA,FALSE,NA,3.948,2002
26,NA,TRUE,3.278,4,2002
23,NA,FALSE,NA,3.399,2002
22,NA,FALSE,NA,3.8,2002
27,NA,FALSE,NA,3.782,2002
19,1020,TRUE,2.416,2.99,2002
NA,1000,TRUE,3.197,3.88,2002
27,1190,TRUE,3.638,3.74,2002
33,NA,TRUE,3.91,3.988,2002
30,NA,TRUE,3.519,3.454,2002
23,NA,FALSE,NA,3.089,2002
