"ACT"	"SAT"	"Grad"	"GradGPA"	"HSGPA"	"Cohort"
24	NA	TRUE	3.197	3.399	2002
NA	1310	TRUE	3.079	3.846	2002
19	NA	FALSE	NA	3.107	2003
24	1230	FALSE	NA	3.51	2004
NA	1000	FALSE	NA	NA	2001
29	NA	TRUE	3.717	3.973	2002
26	NA	TRUE	3.553	4	2002
NA	1140	FALSE	NA	2.341	2004
26	NA	TRUE	2.734	3.372	2003
NA	1070	TRUE	2.879	2.42	2004
20	NA	FALSE	NA	3.101	2004
20	NA	TRUE	3.21	3.443	2005
NA	1140	TRUE	3.502	3.446	2003
23	1010	TRUE	3.886	3.85	2003
27	NA	FALSE	NA	3.38	2001
24	NA	FALSE	NA	3.5	2003
27	NA	TRUE	3.596	3.776	2002
NA	1220	FALSE	NA	2.82	2001
29	NA	TRUE	3.59	3.859	2003
30	NA	TRUE	3.598	3.905	2003
29	1290	TRUE	3.738	4.048	2001
NA	1120	TRUE	3.865	3.857	2002
23	NA	TRUE	3.028	3.316	2003
28	1310	FALSE	NA	3.848	2001
NA	1110	TRUE	3.045	2.966	2001
21	NA	FALSE	NA	3.84	2002
NA	1180	TRUE	3.003	3.633	2002
27	NA	FALSE	NA	3.767	2004
22	NA	TRUE	3.208	3.461	2002
18	NA	TRUE	2.097	2.35	2001
25	NA	TRUE	3.017	2.993	2004
32	NA	TRUE	3.935	3.99	2002
20	NA	FALSE	NA	2.891	2005
28	1330	TRUE	3.116	3.8	2003
32	NA	FALSE	NA	3.637	2002
26	NA	TRUE	3.735	3.509	2001
30	NA	TRUE	3.626	3.903	2002
NA	1010	TRUE	3.236	NA	2003
27	NA	TRUE	2.942	3.46	2003
24	NA	TRUE	3.451	3.538	2003
28	1290	TRUE	3.708	4.106	2004
NA	1220	TRUE	3.246	3.698	2003
20	NA	TRUE	3.359	2.905	2005
23	1100	TRUE	3.066	NA	2001
NA	1140	FALSE	NA	2.645	2001
NA	1230	TRUE	3.186	3.497	2005
30	NA	FALSE	NA	3.45	2001
23	1070	TRUE	2.78	3.288	2002
NA	1300	TRUE	3.597	3.791	2003
27	NA	TRUE	3.627	3.723	2004
24	1060	FALSE	NA	3.2	2004
26	NA	TRUE	3.432	3.786	2005
28	1240	TRUE	3.747	4.165	2004
16	NA	FALSE	NA	2.758	2004
NA	1050	FALSE	NA	2	2003
26	1210	FALSE	NA	3.906	2004
22	NA	TRUE	2.68	3.174	2001
NA	1430	TRUE	3.941	3.977	2002
28	NA	TRUE	3.328	3.113	2004
25	NA	TRUE	2.78	3.347	2005
27	NA	TRUE	2.748	3.519	2005
27	NA	TRUE	3.171	3.565	2005
21	NA	FALSE	NA	2.739	2002
30	NA	TRUE	3.731	3.975	2004
30	NA	TRUE	2.853	3.16	2005
25	1160	TRUE	3.666	3.987	2002
33	1340	TRUE	3.926	3.974	2001
25	NA	TRUE	3.284	3.9	2005
NA	1100	TRUE	2.79	2.83	2001
27	NA	TRUE	3.739	3.802	2001
19	NA	FALSE	NA	2.793	2003
20	NA	TRUE	3.307	3.246	2002
NA	1160	TRUE	3.219	4.762	2003
28	1340	TRUE	3.496	3.581	2004
NA	1110	FALSE	NA	3.95	2001
NA	1320	FALSE	NA	2.991	2005
28	1200	TRUE	3.816	4	2005
29	NA	TRUE	3.911	3.832	2002
30	NA	TRUE	3.702	4.306	2005
NA	1350	TRUE	3.36	3.7	2001
NA	1020	TRUE	2.78	2.91	2001
18	NA	FALSE	NA	3.053	2005
NA	1050	TRUE	3.197	4	2003
27	1250	TRUE	2.966	2.74	2003
27	NA	FALSE	NA	3.653	2004
34	1510	TRUE	3.815	4.348	2001
25	NA	TRUE	3.767	3.879	2001
22	1020	TRUE	3.433	3.9	2003
NA	1150	FALSE	NA	3.887	2001
18	NA	TRUE	3.196	4	2003
32	NA	TRUE	3.778	3.981	2002
33	1450	TRUE	3.732	4	2003
27	NA	TRUE	2.735	3.39	2001
NA	1140	TRUE	3.361	3.527	2001
26	1190	FALSE	NA	3.019	2002
25	1050	FALSE	NA	3.7	2003
31	NA	TRUE	3.568	4.114	2005
25	NA	TRUE	3.703	3.591	2004
28	NA	FALSE	NA	3.722	2005
25	NA	FALSE	NA	3.018	2005
26	NA	TRUE	2.636	3.465	2004
20	NA	FALSE	NA	3	2005
NA	1310	TRUE	3.703	3.902	2005
26	NA	TRUE	3.261	3.673	2002
25	1020	TRUE	2.712	3.496	2002
NA	1370	TRUE	3.763	4	2003
NA	1070	TRUE	2.703	2.8	2005
NA	1140	TRUE	2.318	3.558	2005
32	1480	TRUE	3.896	3.993	2004
26	NA	TRUE	3.347	3.655	2001
22	NA	FALSE	NA	3.406	2003
30	1310	TRUE	3.305	3.724	2004
NA	960	TRUE	3.361	3.71	2002
22	880	FALSE	NA	2.791	2001
36	1590	FALSE	NA	4	2001
27	NA	FALSE	NA	3.615	2002
27	NA	TRUE	2.87	3.063	2004
23	NA	FALSE	NA	2.39	2004
NA	1160	TRUE	3.621	3.469	2005
NA	1070	TRUE	2.949	3.205	2001
23	1050	TRUE	3.657	4.09	2002
30	1230	FALSE	NA	4	2004
22	NA	TRUE	3.444	3.639	2002
NA	1100	TRUE	3.865	3.643	2001
22	NA	TRUE	2.876	2.97	2002
25	NA	TRUE	3.165	3.503	2002
27	NA	TRUE	3.866	3.856	2002
23	NA	TRUE	3.113	3.06	2005
26	1240	TRUE	3.602	4.347	2002
32	NA	TRUE	3.608	3.969	2005
30	1300	TRUE	3.519	4.018	2001
NA	1060	TRUE	3.54	3.484	2005
28	NA	TRUE	3.499	3.417	2005
30	NA	TRUE	3.788	3.932	2005
26	NA	TRUE	3.488	3.758	2002
31	1330	TRUE	3.045	3.284	2004
NA	1100	FALSE	NA	2.808	2003
32	1450	TRUE	2.837	3.688	2001
28	NA	TRUE	3.271	3.85	2003
32	NA	FALSE	NA	4.042	2005
29	1250	TRUE	2.954	3.49	2004
21	NA	TRUE	2.941	3.248	2004
24	NA	TRUE	3.554	3.867	2001
29	1280	TRUE	3.691	3.704	2002
33	1520	TRUE	3.859	4	2001
30	1410	FALSE	NA	4.44	2003
25	NA	TRUE	3.214	4.019	2003
22	980	FALSE	NA	3.69	2003
27	1260	TRUE	3.982	3.893	2002
24	NA	TRUE	2.915	3.247	2005
26	NA	FALSE	NA	3.939	2005
NA	950	TRUE	3.157	3.36	2005
23	NA	TRUE	3.687	3.595	2001
29	1220	TRUE	3.394	3.68	2005
28	NA	TRUE	3.668	4	2005
25	1010	TRUE	3.481	3.483	2002
NA	1240	TRUE	3.578	3.89	2005
NA	1340	FALSE	NA	5.197	2001
NA	1310	TRUE	3.089	3.051	2004
21	NA	TRUE	2.193	3.565	2005
NA	1150	TRUE	3.436	3.631	2003
29	NA	TRUE	3.708	3.911	2003
NA	1120	TRUE	3.31	3.803	2003
30	NA	TRUE	3.728	4	2003
28	1190	FALSE	NA	2.624	2003
22	NA	FALSE	NA	2.951	2002
24	NA	TRUE	3.547	3.813	2001
24	NA	TRUE	2.585	3.483	2005
26	NA	TRUE	3.541	3.68	2003
21	NA	TRUE	2.332	2.609	2003
22	890	TRUE	2.948	3.156	2001
29	NA	TRUE	3.26	3.765	2003
24	NA	FALSE	NA	2.65	2005
25	NA	TRUE	3.071	3.449	2004
28	NA	TRUE	3.413	3.82	2001
NA	1320	TRUE	3.784	4	2005
NA	1410	FALSE	NA	2.7	2001
28	1260	TRUE	3.742	4.308	2002
28	NA	TRUE	3.206	3.567	2003
NA	1120	TRUE	3.416	1.9	2005
20	NA	FALSE	NA	2.648	2003
28	NA	TRUE	3.097	3.257	2003
23	940	TRUE	3.428	2.68	2002
29	NA	TRUE	3.054	3.6	2004
21	NA	FALSE	NA	3.169	2005
24	NA	TRUE	3.064	3.54	2001
25	NA	TRUE	3.296	3.565	2005
27	NA	FALSE	NA	3.96	2002
NA	1230	TRUE	3.257	3.91	2001
NA	1180	FALSE	NA	3.7	2003
28	NA	TRUE	3.71	3.649	2002
22	NA	TRUE	3.497	3.767	2003
24	NA	FALSE	NA	2.228	2005
NA	1430	TRUE	2.691	3.654	2001
20	NA	TRUE	2.785	2.634	2001
23	1120	TRUE	3.501	3.73	2003
29	NA	TRUE	3.719	3.875	2003
NA	1400	TRUE	3.714	4.575	2001
26	1170	FALSE	NA	3.48	2001
22	NA	TRUE	3.614	3.626	2004
NA	1170	TRUE	2.206	2.54	2003
22	1080	TRUE	3.08	3.7	2004
23	NA	TRUE	3.304	3.188	2003
27	1270	FALSE	NA	4.185	2001
NA	1510	TRUE	3.83	4.589	2003
22	NA	TRUE	3.842	3.355	2004
26	NA	FALSE	NA	4.46	2003
34	1500	TRUE	3.186	3.948	2001
25	NA	FALSE	NA	3.323	2004
29	NA	TRUE	3.578	3.795	2003
28	NA	TRUE	3.723	3.844	2001
24	NA	TRUE	2.872	3.195	2003
29	NA	TRUE	3.613	3.916	2004
24	1150	TRUE	3.614	3.769	2002
33	NA	TRUE	3.881	4.209	2005
26	1340	TRUE	3.303	3.591	2005
21	NA	TRUE	2.987	2.987	2001
NA	1020	FALSE	NA	3.1	2003
30	1210	TRUE	3.525	3.913	2004
NA	1120	FALSE	NA	3.02	2003
24	NA	FALSE	NA	3.987	2003
22	NA	TRUE	2.089	3.035	2004
NA	830	FALSE	NA	3.441	2004
24	NA	FALSE	NA	2.359	2005
19	NA	TRUE	2.42	3.245	2002
26	1250	TRUE	2.953	3.731	2001
NA	1370	TRUE	3.846	3.98	2005
NA	1100	TRUE	3.545	3.79	2004
NA	920	TRUE	2.747	3.092	2003
NA	1110	TRUE	3.124	3.115	2004
28	NA	TRUE	3.838	3.821	2003
21	NA	FALSE	NA	2.667	2003
29	NA	TRUE	3.759	4	2003
26	NA	FALSE	NA	3.216	2004
30	NA	TRUE	3.513	4.304	2004
29	NA	TRUE	3.861	3.994	2004
30	NA	TRUE	2.903	3.833	2001
NA	1210	TRUE	2.547	3.279	2005
NA	1130	TRUE	3.566	NA	2001
NA	1080	TRUE	2.818	3.19	2005
NA	1550	TRUE	3.889	4	2003
31	1260	FALSE	NA	4	2002
24	NA	TRUE	3.01	3.638	2004
21	NA	TRUE	3.626	3.63	2003
32	1540	TRUE	3.299	3.91	2003
27	NA	TRUE	3.778	3.85	2005
20	1030	TRUE	3.384	4.179	2002
29	1370	FALSE	NA	4.135	2004
26	NA	TRUE	3.457	3.971	2005
29	NA	TRUE	3.964	3.994	2002
24	NA	FALSE	NA	3.532	2005
NA	1150	TRUE	3.81	3.96	2003
NA	1000	TRUE	3.195	3.21	2003
NA	1070	TRUE	2.606	3.564	2002
25	NA	TRUE	3.73	3.841	2003
29	NA	TRUE	3.578	4.086	2001
26	NA	TRUE	3.477	3.55	2004
23	NA	FALSE	NA	3.817	2004
28	1240	TRUE	3.876	3.974	2001
NA	1360	TRUE	3.751	4	2004
17	NA	FALSE	NA	2.571	2005
25	NA	TRUE	3.491	3.68	2004
NA	1030	TRUE	3.182	2.8	2001
29	NA	TRUE	3.769	4.66	2003
23	NA	FALSE	NA	2.532	2004
27	NA	TRUE	3.548	3.927	2004
28	1340	TRUE	3.759	3.698	2005
27	NA	TRUE	3.642	3.979	2004
24	NA	TRUE	3.212	3.41	2002
29	1160	TRUE	2.916	3.821	2002
23	NA	TRUE	2.623	3.832	2002
27	NA	TRUE	2.756	3.227	2001
22	NA	FALSE	NA	2.413	2001
14	850	TRUE	2.318	3.637	2002
22	NA	TRUE	3.27	3.362	2002
24	NA	TRUE	2.447	2.957	2002
29	NA	FALSE	NA	3.562	2002
26	NA	TRUE	3.409	3.757	2003
NA	1140	FALSE	NA	2.37	2001
NA	930	FALSE	NA	3.366	2005
30	NA	TRUE	3.901	4	2001
18	NA	TRUE	2.9	3.02	2002
27	NA	TRUE	3.805	3.697	2005
32	1360	TRUE	3.569	3.964	2003
17	NA	FALSE	NA	2.674	2001
NA	1150	TRUE	3.05	2.841	2002
NA	1330	TRUE	3.702	4.2	2002
25	NA	TRUE	3.285	3.68	2002
27	NA	TRUE	3.187	3.667	2002
31	NA	TRUE	3.939	4	2003
29	1160	FALSE	NA	4.203	2001
27	NA	TRUE	3.825	3.956	2004
26	1130	TRUE	3.626	3.71	2003
NA	1370	TRUE	3.378	3.557	2003
28	1310	TRUE	3.85	4.5	2001
NA	1350	TRUE	3.106	3.793	2003
28	NA	FALSE	NA	3.905	2002
20	NA	FALSE	NA	2.943	2005
30	1340	TRUE	3.947	3.881	2001
NA	1380	TRUE	3.187	3.31	2004
24	NA	FALSE	NA	3.312	2002
31	NA	TRUE	3.757	3.895	2002
23	NA	FALSE	NA	3.51	2003
33	NA	TRUE	3.95	4.18	2005
NA	NA	TRUE	2.994	NA	2001
26	NA	TRUE	3.517	3.98	2002
31	NA	FALSE	NA	3.963	2002
29	NA	TRUE	2.333	3.197	2002
24	NA	FALSE	NA	2.417	2003
NA	1160	FALSE	NA	3.292	2005
28	NA	TRUE	3.761	3.965	2003
26	NA	TRUE	3.558	2.8	2004
24	NA	TRUE	3.661	3.556	2003
NA	1410	TRUE	3.827	4	2001
23	NA	TRUE	3.124	3.774	2001
23	NA	TRUE	3.514	3.833	2001
29	NA	TRUE	2.671	4.086	2002
26	NA	TRUE	3.577	3.713	2005
30	NA	TRUE	3.855	3.976	2001
23	NA	TRUE	2.971	3.541	2005
27	NA	TRUE	2.487	3.34	2002
22	NA	TRUE	2.725	2.626	2003
27	NA	FALSE	NA	3.574	2004
25	NA	TRUE	2.854	3.506	2005
29	NA	TRUE	3.448	3.861	2005
NA	1160	TRUE	3.727	3.914	2003
23	1110	FALSE	NA	3.973	2005
